Trip ID,Subscription (Y or N),ADA/Non,Anchor,RequestTime,PCAs,Companions,ServiceAnimal,PickHouseNumber,PickAddress1,Pickcity,pickzip,DropHouseNumber,DropAddress1,Dropcity,DropZip,PickFullAddress,DropFullAddress,PickGeo,DropGeo
98,Y,ADA,A,6:00 AM,0,0,N,9,FOGO RD,RANDOLPH,2368,501,SUMMER ST,BOSTON,2210,"9 FOGO RD, RANDOLPH, 2368","501 SUMMER ST, BOSTON, 2210","42.1800856,-71.0310777","42.3451501,-71.0410323"
99,N,ADA,A,3:15 PM,0,0,N,499,SUMMER ST,BOSTON,2210,43,N FRANKLIN ST,HOLBROOK,2343,"499 SUMMER ST, BOSTON, 2210","43 N FRANKLIN ST, HOLBROOK, 2343","42.3452754,-71.0412235","42.15565120000001,-71.00854029999999"
100,N,ADA,P,4:30 PM,0,0,N,46,N FRANKLIN ST,HOLBROOK,2343,10,FOGO RD,RANDOLPH,2368,"46 N FRANKLIN ST, HOLBROOK, 2343","10 FOGO RD, RANDOLPH, 2368","42.15556600000001,-71.0086834","42.1797832,-71.03141130000002"
101,N,ADA,A,10:30 AM,0,0,N,11,SOUTHBOURNE RD,JAMAICA PLAIN,2130,296,INDEPENDENCE DR,WEST ROXBURY,2132,"11 SOUTHBOURNE RD, JAMAICA PLAIN, 2130","296 INDEPENDENCE DR, WEST ROXBURY, 2132","42.289666,-71.1174619","42.2968281,-71.15727559999999"
102,Y,ADA,P,2:55 PM,0,0,N,598,PLEASANT ST,NORWOOD,2062,10,ALCOTT LN,WESTWOOD,2090,"598 PLEASANT ST, NORWOOD, 2062","10 ALCOTT LN, WESTWOOD, 2090","42.17705249999999,-71.19964390000001","42.224144,-71.1866805"
103,Y,ADA,P,7:20 AM,0,0,N,12,ALCOTT LN,WESTWOOD,2090,600,PLEASANT ST,NORWOOD,2062,"12 ALCOTT LN, WESTWOOD, 2090","600 PLEASANT ST, NORWOOD, 2062","42.2241364,-71.186622","42.176705,-71.199986"
104,Y,ADA,A,7:30 AM,0,0,N,1333,BOYLSTON ST,BOSTON,2215,21,Tremont St,BOSTON,2108,"1333 BOYLSTON ST, BOSTON, 2215","21 Tremont St, BOSTON, 2108","42.3443968,-71.0992271","42.3566724,-71.0617791"
105,N,ADA,A,10:00 AM,0,0,N,152,CHESTNUT AVE,JAMAICA PLAIN,2130,226,LONGWOOD AVE,BOSTON,2115,"152 CHESTNUT AVE, JAMAICA PLAIN, 2130","226 LONGWOOD AVE, BOSTON, 2115","42.317529,-71.10611399999999","42.3366348,-71.1040238"
106,N,ADA,P,11:30 AM,0,0,N,228,LONGWOOD AVE,BOSTON,2115,154,CHESTNUT AVE,JAMAICA PLAIN,2130,"228 LONGWOOD AVE, BOSTON, 2115","154 CHESTNUT AVE, JAMAICA PLAIN, 2130","42.3366485,-71.1040592","42.3174765,-71.10627389999999"
107,N,ADA,A,12:30 PM,0,0,N,42,WAVERLY ST,LYNN,1904,21,PARKMAN ST,BOSTON,2114,"42 WAVERLY ST, LYNN, 1904","21 PARKMAN ST, BOSTON, 2114","42.4699334,-70.96225969999999","42.3621896,-71.0673541"
108,N,ADA,P,7:00 PM,0,0,N,19,PARKMAN ST,BOSTON,2114,40,WAVERLY ST,LYNN,1904,"19 PARKMAN ST, BOSTON, 2114","40 WAVERLY ST, LYNN, 1904","42.36219,-71.06731839999999","42.4697781,-70.9623168"
109,Y,ADA,A,6:30 AM,0,0,N,987,RIVER ST,HYDE PARK,2136,237,HYDE PARK AVE,JAMAICA PLAIN,2130,"987 RIVER ST, HYDE PARK, 2136","237 HYDE PARK AVE, JAMAICA PLAIN, 2130","42.2610648,-71.11472069999999","42.29385500000001,-71.1178059"
110,Y,ADA,P,4:00 PM,0,0,N,237,HYDE PARK AVE,JAMAICA PLAIN,2130,987,RIVER ST,HYDE PARK,2136,"237 HYDE PARK AVE, JAMAICA PLAIN, 2130","987 RIVER ST, HYDE PARK, 2136","42.29385500000001,-71.1178059","42.2610648,-71.11472069999999"
111,N,ADA,A,1:00 PM,0,0,N,2056,DORCHESTER AVE,DORCHESTER,2124,13,EAGLE ST,WEST ROXBURY,2132,"2056 DORCHESTER AVE, DORCHESTER, 2124","13 EAGLE ST, WEST ROXBURY, 2132","42.2773344,-71.0654249","42.27155459999999,-71.1513756"
112,N,ADA,P,6:00 PM,0,0,N,7,EAGLE ST,WEST ROXBURY,2132,2050,DORCHESTER AVE,DORCHESTER,2124,"7 EAGLE ST, WEST ROXBURY, 2132","2050 DORCHESTER AVE, DORCHESTER, 2124","42.2719512,-71.151083","42.2809784,-71.065332"
113,N,ADA,P,6:30 AM,0,0,N,130,EDGEMERE RD,WEST ROXBURY,2132,6,HYDE PARK AVE,JAMAICA PLAIN,2130,"130 EDGEMERE RD, WEST ROXBURY, 2132","6 HYDE PARK AVE, JAMAICA PLAIN, 2130","42.2588736,-71.1514478","42.299744,-71.1136688"
114,N,ADA,A,12:00 PM,0,0,N,6,ADMIRALS WAY,CHELSEA,2150,51,STANIFORD ST,BOSTON,2114,"6 ADMIRALS WAY, CHELSEA, 2150","51 STANIFORD ST, BOSTON, 2114","42.390191,-71.046392","42.3628512,-71.0636495"
115,N,ADA,P,2:00 PM,0,0,N,51,STANIFORD ST,BOSTON,2114,6,ADMIRALS WAY,CHELSEA,2150,"51 STANIFORD ST, BOSTON, 2114","6 ADMIRALS WAY, CHELSEA, 2150","42.3628512,-71.0636495","42.390191,-71.046392"
116,Y,ADA,A,8:20 AM,0,0,Y,50,CARROLL ST,CHELSEA,2150,2,Ashburton Pl,BOSTON,2108,"50 CARROLL ST, CHELSEA, 2150","2 Ashburton Pl, BOSTON, 2108","42.4015091,-71.0167671","42.3590258,-71.0628966"
117,Y,ADA,P,5:00 PM,0,0,Y,7,Ashburton Pl,BOSTON,2108,55,CARROLL ST,CHELSEA,2150,"7 Ashburton Pl, BOSTON, 2108","55 CARROLL ST, CHELSEA, 2150","42.3590311,-71.0628329","42.4011539,-71.0166052"
118,N,ADA,P,4:00 PM,0,0,N,445,Broadway,EVERETT,2149,101,"Boatswains Way, # 204",CHELSEA,2150,"445 Broadway, EVERETT, 2149","101 Boatswains Way, # 204, CHELSEA, 2150","42.40710319999999,-71.05547779999999","42.3904881,-71.046398"
119,N,ADA,A,11:45 AM,0,0,N,101,"Boatswains Way, # 204",CHELSEA,2150,445,Broadway,EVERETT,2149,"101 Boatswains Way, # 204, CHELSEA, 2150","445 Broadway, EVERETT, 2149","42.3904881,-71.046398","42.40710319999999,-71.05547779999999"
122,Y,Non-ADA,P,7:45 AM,0,0,N,52,WOLCOTT RD,MILTON,2186,73,Mazzeo Dr,RANDOLPH,2368,"52 WOLCOTT RD, MILTON, 2186","73 Mazzeo Dr, RANDOLPH, 2368","42.2388766,-71.1199153","42.1631127,-71.0616684"
123,Y,Non-ADA,P,2:15 PM,0,0,N,70,Mazzeo Dr,RANDOLPH,2368,49,WOLCOTT RD,MILTON,2186,"70 Mazzeo Dr, RANDOLPH, 2368","49 WOLCOTT RD, MILTON, 2186","42.1625382,-71.0606061","42.23951599999999,-71.1197196"
124,N,ADA,A,9:00 AM,0,0,N,28,SUMMIT ST,HYDE PARK,2136,682,BROOKLINE AVE,BROOKLINE,2445,"28 SUMMIT ST, HYDE PARK, 2136","682 BROOKLINE AVE, BROOKLINE, 2445","42.2512238,-71.1105522","42.3324647,-71.11409979999999"
125,N,ADA,P,1:00 PM,0,0,N,683,BROOKLINE AVE,BROOKLINE,2445,305,LONGWOOD AVE,BOSTON,2115,"683 BROOKLINE AVE, BROOKLINE, 2445","305 LONGWOOD AVE, BOSTON, 2115","42.3324654,-71.11409909999999","42.3378681,-71.1053659"
126,N,ADA,P,5:00 PM,0,0,N,307,LONGWOOD AVE,BOSTON,2115,31,SUMMIT ST,HYDE PARK,2136,"307 LONGWOOD AVE, BOSTON, 2115","31 SUMMIT ST, HYDE PARK, 2136","42.3378732,-71.10537839999999","42.2514448,-71.1105967"
127,N,ADA,P,6:30 PM,1,0,N,11,Audubon Rd,NORWOOD,2062,197,SUMNER ST,NEWTON CENTER,2459,"11 Audubon Rd, NORWOOD, 2062","197 SUMNER ST, NEWTON CENTER, 2459","42.1845261,-71.1928889","42.3312176,-71.1922311"
128,N,ADA,A,12:30 PM,1,0,N,201,SUMNER ST,NEWTON CENTER,2459,15,Audubon Rd,NORWOOD,2062,"201 SUMNER ST, NEWTON CENTER, 2459","15 Audubon Rd, NORWOOD, 2062","42.3311248,-71.19225399999999","42.184346,-71.1927767"
129,N,ADA,A,8:50 AM,0,0,N,9,Madison Ave,Newtonville,2460,139,"Wells Ave, Boston Sports Club",Newton,2459,"9 Madison Ave, Newtonville, 2460","139 Wells Ave, Boston Sports Club, Newton, 2459","42.3503032,-71.20193189999999","42.292154,-71.195222"
130,N,ADA,P,11:45 AM,0,0,N,142,"Wells Ave, Boston Sports Club",Newton,2459,12,Madison Ave,Newtonville,2460,"142 Wells Ave, Boston Sports Club, Newton, 2459","12 Madison Ave, Newtonville, 2460","42.292154,-71.195222","42.3500981,-71.202002"
131,Y,ADA,A,8:00 AM,0,0,N,84,LINCOLN ST,NEWTON,2461,62,TEMPLE PL,BOSTON,2111,"84 LINCOLN ST, NEWTON, 2461","62 TEMPLE PL, BOSTON, 2111","42.3212508,-71.209422","42.3551337,-71.0615289"
132,Y,ADA,P,1:00 PM,0,0,N,63,TEMPLE PL,BOSTON,2111,85,LINCOLN ST,NEWTON,2461,"63 TEMPLE PL, BOSTON, 2111","85 LINCOLN ST, NEWTON, 2461","42.354995,-71.0616469","42.3213648,-71.2100724"
133,Y,ADA,P,1:40 PM,0,0,N,2021,WASHINGTON ST,NEWTON,2462,50,OAKWOOD RD,NEWTONVILLE,2460,"2021 WASHINGTON ST, NEWTON, 2462","50 OAKWOOD RD, NEWTONVILLE, 2460","42.3327642,-71.2481356","42.3430127,-71.2020465"
134,Y,ADA,P,2:00 PM,0,0,N,33,CAMBRIDGE ST,CHARLESTOWN,2129,24,SELWYN RD,NEWTON HIGHLANDS,2461,"33 CAMBRIDGE ST, CHARLESTOWN, 2129","24 SELWYN RD, NEWTON HIGHLANDS, 2461","42.3705158,-71.0758469","42.3159138,-71.1965276"
135,Y,ADA,A,11:00 AM,0,0,N,24,SELWYN RD,NEWTON HIGHLANDS,2461,33,CAMBRIDGE ST,CHARLESTOWN,2129,"24 SELWYN RD, NEWTON HIGHLANDS, 2461","33 CAMBRIDGE ST, CHARLESTOWN, 2129","42.3159138,-71.1965276","42.3705158,-71.0758469"
136,Y,ADA,P,2:30 PM,0,0,N,1015,HARRISON AVE,ROXBURY,2119,45,ORCHARD AVE,NEWTON,2465,"1015 HARRISON AVE, ROXBURY, 2119","45 ORCHARD AVE, NEWTON, 2465","42.3316236,-71.0807051","42.3219319,-71.22199619999999"
137,Y,ADA,A,8:50 AM,0,0,N,46,ORCHARD AVE,NEWTON,2465,1016,HARRISON AVE,ROXBURY,2119,"46 ORCHARD AVE, NEWTON, 2465","1016 HARRISON AVE, ROXBURY, 2119","42.35270999999999,-71.22246299999999","42.3308417,-71.07998189999999"
138,N,ADA,A,2:15 PM,1,0,N,21,CHENEY CT,NEWTON UPPER FALLS,2464,72,WALNUT ST,WELLESLEY,2481,"21 CHENEY CT, NEWTON UPPER FALLS, 2464","72 WALNUT ST, WELLESLEY, 2481","42.3117545,-71.2184221","42.324152,-71.2532387"
139,N,ADA,P,3:30 PM,0,0,N,68,WALNUT ST,WELLESLEY,2481,17,CHENEY CT,NEWTON UPPER FALLS,2464,"68 WALNUT ST, WELLESLEY, 2481","17 CHENEY CT, NEWTON UPPER FALLS, 2464","42.3243421,-71.25321339999999","42.3117525,-71.21842219999999"
140,Y,ADA,P,3:00 PM,0,0,N,129,MAIN ST,WATERTOWN,2472,25,ALDERSEY ST,SOMERVILLE,2143,"129 MAIN ST, WATERTOWN, 2472","25 ALDERSEY ST, SOMERVILLE, 2143","42.3674166,-71.1875465","42.3834454,-71.09726619999999"
141,Y,ADA,A,9:00 AM,0,0,N,19,ALDERSEY ST,SOMERVILLE,2143,123,MAIN ST,WATERTOWN,2472,"19 ALDERSEY ST, SOMERVILLE, 2143","123 MAIN ST, WATERTOWN, 2472","42.3833858,-71.0971091","42.3675294,-71.18696609999999"
142,Y,ADA,P,8:00 AM,0,0,N,47,WILSON AVE,BELMONT,2478,121,Watertown St,WATERTOWN,2472,"47 WILSON AVE, BELMONT, 2478","121 Watertown St, WATERTOWN, 2472","42.38498,-71.18193579999999","42.3629567,-71.19145999999999"
143,Y,ADA,P,2:45 PM,0,0,N,118,Watertown St,WATERTOWN,2472,44,WILSON AVE,BELMONT,2478,"118 Watertown St, WATERTOWN, 2472","44 WILSON AVE, BELMONT, 2478","42.3631572,-71.19101770000002","42.3851939,-71.18165379999999"
144,N,ADA,A,6:45 AM,0,0,N,17,WESTON AVE,SOMERVILLE,2144,112,CHAUNCY ST,BOSTON,2111,"17 WESTON AVE, SOMERVILLE, 2144","112 CHAUNCY ST, BOSTON, 2111","42.40351889999999,-71.129311","42.3528098,-71.0606949"
145,N,ADA,P,4:00 PM,0,0,N,117,CHAUNCY ST,BOSTON,2111,22,WESTON AVE,SOMERVILLE,2144,"117 CHAUNCY ST, BOSTON, 2111","22 WESTON AVE, SOMERVILLE, 2144","42.3528128,-71.0612289","42.4033722,-71.12898009999999"
146,N,ADA,A,12:30 PM,0,0,N,37,LAUREL ST,SOMERVILLE,2143,104,CAMBRIDGESIDE PL,CAMBRIDGE,2141,"37 LAUREL ST, SOMERVILLE, 2143","104 CAMBRIDGESIDE PL, CAMBRIDGE, 2141","42.3845913,-71.10430219999999","42.3671996,-71.0775637"
147,N,ADA,P,7:30 PM,0,0,N,102,CAMBRIDGESIDE PL,CAMBRIDGE,2141,35,LAUREL ST,SOMERVILLE,2143,"102 CAMBRIDGESIDE PL, CAMBRIDGE, 2141","35 LAUREL ST, SOMERVILLE, 2143","42.3671996,-71.0775637","42.384453,-71.104111"
148,N,ADA,A,10:00 AM,0,0,N,84,LINCOLN ST,NEWTON HIGHLANDS,2461,117,MILL ST,BELMONT,2478,"84 LINCOLN ST, NEWTON HIGHLANDS, 2461","117 MILL ST, BELMONT, 2478","42.3212508,-71.209422","42.3947233,-71.1956719"
149,N,ADA,P,1:30 PM,0,0,N,120,MILL ST,BELMONT,2478,87,LINCOLN ST,NEWTON HIGHLANDS,2461,"120 MILL ST, BELMONT, 2478","87 LINCOLN ST, NEWTON HIGHLANDS, 2461","42.3951514,-71.19552469999999","42.3214567,-71.2097932"
150,N,ADA,P,12:00 PM,0,0,N,49,MANSFIELD ST,SOMERVILLE,2143,108,Riverside Ave,MEDFORD,2155,"49 MANSFIELD ST, SOMERVILLE, 2143","108 Riverside Ave, MEDFORD, 2155","42.3794485,-71.09042","42.4168438,-71.1054134"
151,N,ADA,P,2:45 PM,0,0,N,105,Riverside Ave,MEDFORD,2155,46,MANSFIELD ST,SOMERVILLE,2143,"105 Riverside Ave, MEDFORD, 2155","46 MANSFIELD ST, SOMERVILLE, 2143","42.4166152,-71.10479149999999","42.3792421,-71.0905276"
152,N,ADA,P,12:30 PM,0,0,N,149,School St,WOBURN,1801,125,Main St,MALDEN,2148,"149 School St, WOBURN, 1801","125 Main St, MALDEN, 2148","42.5044301,-71.1463792","42.4194677,-71.06552649999999"
153,N,ADA,A,9:45 AM,0,0,N,121,Main St,MALDEN,2148,145,School St,WOBURN,1801,"121 Main St, MALDEN, 2148","145 School St, WOBURN, 1801","42.4193828,-71.0655661","42.5046791,-71.14704189999999"
154,N,ADA,P,10:00 AM,0,0,N,56,RIVER RD,SOMERVILLE,2145,326,Broadway,SOMERVILLE,2145,"56 RIVER RD, SOMERVILLE, 2145","326 Broadway, SOMERVILLE, 2145","42.3974568,-71.09332590000001","42.3924591,-71.0941862"
155,N,ADA,P,11:45 AM,0,0,N,326,Broadway,SOMERVILLE,2145,56,RIVER RD,SOMERVILLE,2145,"326 Broadway, SOMERVILLE, 2145","56 RIVER RD, SOMERVILLE, 2145","42.3924591,-71.0941862","42.3974568,-71.09332590000001"
156,N,ADA,A,2:15 PM,0,0,N,9,LINWOOD ST,LYNN,1905,574,Rutherford Ave,CHARLESTOWN,2129,"9 LINWOOD ST, LYNN, 1905","574 Rutherford Ave, CHARLESTOWN, 2129","42.4694758,-70.9685602","42.3832063,-71.0731723"
157,N,ADA,P,3:15 PM,0,0,N,575,Rutherford Ave,CHARLESTOWN,2129,10,LINWOOD ST,LYNN,1905,"575 Rutherford Ave, CHARLESTOWN, 2129","10 LINWOOD ST, LYNN, 1905","42.3829046,-71.07235430000001","42.4692366,-70.9687577"
158,N,ADA,A,5:00 PM,1,0,Y,32,HIGHLAND AVE,SOMERVILLE,2143,62,Beechwood Ave,WATERTOWN,2472,"32 HIGHLAND AVE, SOMERVILLE, 2143","62 Beechwood Ave, WATERTOWN, 2472","42.38511099999999,-71.0945899","42.3623494,-71.17294009999999"
159,N,ADA,P,7:15 PM,0,0,Y,59,Beechwood Ave,WATERTOWN,2472,29,HIGHLAND AVE,SOMERVILLE,2143,"59 Beechwood Ave, WATERTOWN, 2472","29 HIGHLAND AVE, SOMERVILLE, 2143","42.3630396,-71.1733091","42.38514989999999,-71.0941977"
160,Y,ADA,A,8:30 AM,0,0,N,16,NEVADA AVE,SOMERVILLE,2143,116,Watertown St,WATERTOWN,2472,"16 NEVADA AVE, SOMERVILLE, 2143","116 Watertown St, WATERTOWN, 2472","42.3803387,-71.1055674","42.3631916,-71.1909429"
161,Y,ADA,P,2:00 PM,0,0,N,118,Watertown St,WATERTOWN,2472,18,NEVADA AVE,SOMERVILLE,2143,"118 Watertown St, WATERTOWN, 2472","18 NEVADA AVE, SOMERVILLE, 2143","42.3631572,-71.19101770000002","42.3802364,-71.105586"
162,N,ADA,A,10:15 AM,0,0,N,70,HAWTHORNE RD,WALTHAM,2451,366,Mass Ave,ARLINGTON,2474,"70 HAWTHORNE RD, WALTHAM, 2451","366 Mass Ave, ARLINGTON, 2474","42.3812341,-71.25021749999999","42.4119125,-71.1489807"
163,N,ADA,A,2:10 PM,0,0,N,75,Foster St,ARLINGTON,2474,182,N BEACON ST,WATERTOWN,2472,"75 Foster St, ARLINGTON, 2474","182 N BEACON ST, WATERTOWN, 2472","42.4115023,-71.1444312","42.363628,-71.1741067"
164,N,ADA,A,11:30 AM,0,0,N,1373,BROADWAY,SOMERVILLE,2144,66,Coolidge Hill Rd,WATERTOWN,2472,"1373 BROADWAY, SOMERVILLE, 2144","66 Coolidge Hill Rd, WATERTOWN, 2472","42.4068496,-71.1334533","42.3673524,-71.15162769999999"
165,N,ADA,P,1:30 PM,0,0,N,60,Coolidge Hill Rd,WATERTOWN,2472,1367,BROADWAY,SOMERVILLE,2144,"60 Coolidge Hill Rd, WATERTOWN, 2472","1367 BROADWAY, SOMERVILLE, 2144","42.3677343,-71.15265889999999","42.4067523,-71.1332514"
166,N,ADA,A,3:00 PM,0,0,N,184,DERBY ST,SALEM,1970,79,Mount Auburn St,CAMBRIDGE,2138,"184 DERBY ST, SALEM, 1970","79 Mount Auburn St, CAMBRIDGE, 2138","42.5212239,-70.8875532","42.3721037,-71.11896829999999"
167,N,ADA,P,4:30 PM,0,0,N,79,Mount Auburn St,CAMBRIDGE,2138,184,DERBY ST,SALEM,1970,"79 Mount Auburn St, CAMBRIDGE, 2138","184 DERBY ST, SALEM, 1970","42.3722422,-71.119348","42.5212239,-70.8875532"
168,Y,ADA,A,9:00 AM,0,0,N,18,IRVING ST,WATERTOWN,2472,7,LEXINGTON ST,BELMONT,2478,"18 IRVING ST, WATERTOWN, 2472","7 LEXINGTON ST, BELMONT, 2478","42.3667397,-71.17959549999999","42.3877275,-71.1915652"
171,N,ADA,A,1:30 PM,0,0,N,472,ARSENAL ST,WATERTOWN,2472,502,ARSENAL ST,WATERTOWN,2472,"472 ARSENAL ST, WATERTOWN, 2472","502 ARSENAL ST, WATERTOWN, 2472","42.36325739999999,-71.16127709999999","42.3630468,-71.1596175"
172,N,ADA,P,3:30 PM,0,0,N,498,ARSENAL ST,WATERTOWN,2472,468,ARSENAL ST,WATERTOWN,2472,"498 ARSENAL ST, WATERTOWN, 2472","468 ARSENAL ST, WATERTOWN, 2472","42.363147,-71.16041969999999","42.3632702,-71.1613765"
173,Y,ADA,A,8:50 AM,0,0,N,40,CHARLES RIVER RD,WATERTOWN,2472,278,CHURCH ST,NEWTON,2458,"40 CHARLES RIVER RD, WATERTOWN, 2472","278 CHURCH ST, NEWTON, 2458","42.3623902,-71.1819998","42.3550749,-71.1901925"
174,N,ADA,A,8:15 PM,0,0,N,39,CHARLES RIVER RD,WATERTOWN,2472,801,HIGHLAND AVE,NEEDHAM,2494,"39 CHARLES RIVER RD, WATERTOWN, 2472","801 HIGHLAND AVE, NEEDHAM, 2494","42.3617706,-71.18177709999999","42.2952452,-71.23549609999999"
175,N,ADA,P,10:00 PM,0,0,N,803,HIGHLAND AVE,NEEDHAM,2494,41,CHARLES RIVER RD,WATERTOWN,2472,"803 HIGHLAND AVE, NEEDHAM, 2494","41 CHARLES RIVER RD, WATERTOWN, 2472","42.2951819,-71.2355104","42.3617578,-71.18175889999999"
177,N,ADA,P,10:00 PM,0,0,N,49,NICHOLS AVE,WATERTOWN,2472,29,PHILIP DARCH RD,WATERTOWN,2472,"49 NICHOLS AVE, WATERTOWN, 2472","29 PHILIP DARCH RD, WATERTOWN, 2472","42.36784979999999,-71.1587493","42.3780375,-71.1936581"
178,N,ADA,P,5:40 PM,0,0,N,16,Parkman St,BOSTON,2114,48,NICHOLS AVE,WATERTOWN,2472,"16 Parkman St, BOSTON, 2114","48 NICHOLS AVE, WATERTOWN, 2472","42.36219,-71.0673123","42.36785829999999,-71.1561852"
179,N,ADA,A,9:35 AM,0,0,N,63,EVERETT AVE,WATERTOWN,2472,419,SOUTH ST,WALTHAM,2453,"63 EVERETT AVE, WATERTOWN, 2472","419 SOUTH ST, WALTHAM, 2453","42.3737722,-71.1858724","42.3647263,-71.2576358"
180,N,ADA,P,10:35 AM,0,0,N,421,SOUTH ST,WALTHAM,2453,65,EVERETT AVE,WATERTOWN,2472,"421 SOUTH ST, WALTHAM, 2453","65 EVERETT AVE, WATERTOWN, 2472","42.3646948,-71.25771720000002","42.3728676,-71.1856194"
181,Y,ADA,A,10:45 AM,0,0,N,467,ARSENAL ST,WATERTOWN,2472,77,FRANCIS ST,FENWAY,2115,"467 ARSENAL ST, WATERTOWN, 2472","77 FRANCIS ST, FENWAY, 2115","42.3626346,-71.1626666","42.334121,-71.1048866"
182,Y,ADA,P,3:30 PM,0,0,N,91,ST STEPHEN ST,BOSTON,2118,468,ARSENAL ST,WATERTOWN,2472,"91 ST STEPHEN ST, BOSTON, 2118","468 ARSENAL ST, WATERTOWN, 2472","42.3416547,-71.0885373","42.3632702,-71.1613765"
183,Y,ADA,A,7:30 AM,0,0,N,466,ARSENAL ST,WATERTOWN,2472,89,ST STEPHEN ST,BOSTON,2118,"466 ARSENAL ST, WATERTOWN, 2472","89 ST STEPHEN ST, BOSTON, 2118","42.3632766,-71.1614262","42.3416809,-71.08846969999999"
184,N,ADA,A,12:30 PM,0,0,N,494,COMMONWEALTH AVE,BOSTON,2215,2298,Mass Ave,CAMBRIDGE,2140,"494 COMMONWEALTH AVE, BOSTON, 2215","2298 Mass Ave, CAMBRIDGE, 2140","42.3485497,-71.0948468","42.3950187,-71.12797119999999"
185,N,ADA,P,1:15 PM,0,0,N,2315,Mass Ave,CAMBRIDGE,2140,495,COMMONWEALTH AVE,BOSTON,2215,"2315 Mass Ave, CAMBRIDGE, 2140","495 COMMONWEALTH AVE, BOSTON, 2215","42.3810215,-71.11941879999999","42.3492779,-71.0945682"
186,N,ADA,P,1:30 PM,0,0,N,9,BINNEY ST,BOSTON,2115,107,WARREN ST,WATERTOWN,2472,"9 BINNEY ST, BOSTON, 2115","107 WARREN ST, WATERTOWN, 2472","42.3365363,-71.1079414","42.37575349999999,-71.1938364"
187,N,ADA,P,8:37 AM,0,0,N,105,WARREN ST,WATERTOWN,2472,355,Longwood Ave,BOSTON,2215,"105 WARREN ST, WATERTOWN, 2472","355 Longwood Ave, BOSTON, 2215","42.3757344,-71.1937736","42.3389666,-71.1073638"
188,N,ADA,A,10:15 AM,0,0,N,107,FAYETTE ST,WATERTOWN,2472,1577,CAMBRIDGE ST,CAMBRIDGE,2138,"107 FAYETTE ST, WATERTOWN, 2472","1577 CAMBRIDGE ST, CAMBRIDGE, 2138","42.3704371,-71.18608669999999","42.3745732,-71.10741639999999"
189,N,ADA,P,11:15 AM,0,0,N,1581,CAMBRIDGE ST,CAMBRIDGE,2138,111,FAYETTE ST,WATERTOWN,2472,"1581 CAMBRIDGE ST, CAMBRIDGE, 2138","111 FAYETTE ST, WATERTOWN, 2472","42.374593,-71.10756959999999","42.3706259,-71.18647729999999"
190,Y,Non-ADA,A,10:00 AM,0,0,N,32,Christina St,NEWTON,2461,110,ROSEMONT RD,WESTWOOD,2090,"32 Christina St, NEWTON, 2461","110 ROSEMONT RD, WESTWOOD, 2090","42.3072595,-71.2149584","42.208298,-71.156375"
191,Y,Non-ADA,A,2:15 PM,0,0,N,106,Station DR,WESTWOOD,2090,32,Christina St,NEWTON,2461,"106 Station DR, WESTWOOD, 2090","32 Christina St, NEWTON, 2461","42.2084445,-71.1561998","42.3072595,-71.2149584"
192,Y,ADA,A,9:47 AM,0,0,N,8,POND TER,ARLINGTON,2474,55,2nd Ave,BURLINGTON,1803,"8 POND TER, ARLINGTON, 2474","55 2nd Ave, BURLINGTON, 1803","42.412121,-71.151946","48.2739659,-101.4296726"
193,Y,ADA,P,12:00 PM,0,0,N,53,2nd Ave,BURLINGTON,1803,6,POND TER,ARLINGTON,2474,"53 2nd Ave, BURLINGTON, 1803","6 POND TER, ARLINGTON, 2474","48.27395569999999,-101.4296994","42.4120082,-71.15185690000001"
194,N,ADA,P,1:30 PM,0,0,N,1154,CENTRE ST,JAMAICA PLAIN,2130,18,MCCUSKER DR,BRAINTREE,2184,"1154 CENTRE ST, JAMAICA PLAIN, 2130","18 MCCUSKER DR, BRAINTREE, 2184","42.299799,-71.12813700000001","42.2194589,-70.9822236"
195,Y,ADA,A,7:00 AM,0,0,N,54,SPRINGDALE ST,MALDEN,2148,206,ARLINGTON ST,CHELSEA,2150,"54 SPRINGDALE ST, MALDEN, 2148","206 ARLINGTON ST, CHELSEA, 2150","42.4325944,-71.0301867","42.3951187,-71.0361424"
196,Y,ADA,P,3:00 PM,0,0,N,202,ARLINGTON ST,CHELSEA,2150,50,SPRINGDALE ST,MALDEN,2148,"202 ARLINGTON ST, CHELSEA, 2150","50 SPRINGDALE ST, MALDEN, 2148","42.3956847,-71.034808","42.432749,-71.03016699999999"
197,N,ADA,A,7:00 PM,0,0,N,632,SALEM ST,MALDEN,2148,132,Highland Ave,SOMERVILLE,2143,"632 SALEM ST, MALDEN, 2148","132 Highland Ave, SOMERVILLE, 2143","42.4331118,-71.04730599999999","42.38756009999999,-71.10165669999999"
199,N,ADA,P,12:00 PM,0,0,N,332,GROVE ST,NEWTON,2462,53,CHAUNCY ST,BOSTON,2111,"332 GROVE ST, NEWTON, 2462","53 CHAUNCY ST, BOSTON, 2111","42.3366847,-71.25191400000001","42.3536037,-71.0602814"
200,N,ADA,A,4:00 PM,0,0,N,57,CHAUNCY ST,BOSTON,2111,336,GROVE ST,NEWTON,2462,"57 CHAUNCY ST, BOSTON, 2111","336 GROVE ST, NEWTON, 2462","42.353566,-71.0603151","42.3366728,-71.2519209"
